name,addressLine,city,neighboorhoud,postcode,latitude,longitude
DRUMCONDRA MARINO DUBLIN 1 GAELSCOIL,CHURCH AVENUE DRUMCONDRA DUBLIN 9,DUBLIN,DUBLIN 9,D09VY58,53.3692582,-6.2495372
DRUMCONDRA N S,CORTOBER DRUM CO. MONAGHAN,MONAGHAN,MONAGHAN,H16AK79,54.1041182,-7.1367723
DRUMCORRIN N S,DRUMEELA CARRIGALLEN PO CO. LEITRIM,LEITRIM,LEITRIM,H12XA02,54.0144218,-7.6481621
DRUMEELA N S,KERRYKEEL P O LETTERKENNY,DONEGAL,DONEGAL,F92P683,54.6548993,-8.1040967
DRUMGALLAGH N S,DRUMGOSSATT CARRICKMACROSS CO. MONAGHAN,MONAGHAN,MONAGHAN,A81X827,53.9518763,-6.7774528
DRUMGOSSETT N S,ST BRIGID'S NS,SHEENA DRUMKEERIN CARRICK ON SHANNON,LEITRIM,LEITRIM,53.9341473,-8.0709598
DRUMKEERIN CENTRAL NS,KILNALECK CO. CAVAN,CAVAN,CAVAN,A82VY00,54.169409,-8.142664
DRUMKILLY NS,DRUMLEASE DROMAHAIR CO. LEITRIM,LEITRIM,LEITRIM,F91T946,54.2285872,-8.2932189
DRUMLEASE N S,DRUMRANEY ATHLONE CO. WESTMEATH,WESTMEATH,WESTMEATH,N37V240,53.4763833,-7.7488904
DRUMRANEY MIXED N S,DRUMSHANBO VOCATIONAL SCHOOL DRUMSHANBO CO. LEITRIM,LEITRIM,LEITRIM,N41D623,54.0485337,-8.0464038
DRUMSHANBO VOCATIONAL SCHOOL,DOOHASSAN DRUNG CO. CAVAN,CAVAN,CAVAN,H12YR91,54.0432702,-7.2328686
DRUNG NO 2 NS,DUALLA CASHEL CO. TIPPERARY,TIPPERARY,TIPPERARY,E25E288,52.5419474,-7.8164182
DUALLA N S,151/153 HAROLD'S CROSS ROAD HAROLDS CROSS DUBLIN 6W IRELAND,DUBLIN,DUBLIN 6W,D6WHP44,53.3498053,-6.2603097
DUBLIN 7 EDUCATE TOGETHER NS,GRAIGNAMANAGH CO KILKENNY,KILKENNY,KILKENNY,R95RR94,53.3498053,-6.2603097
DUISKE COLLEGE,DULARGY RAVENSDALE CO. LOUTH,LOUTH,LOUTH,A91P297,53.9252324,-6.4889423
DULARGY MIXED N S,RAILWAY STREET PORTLAOISE CO. LAOIS,LAOIS,LAOIS,R32WE02,53.0350044,-7.2990245
DUNAMASE COLLEGE (COLÁISTE DHÚN MÁSC),STATION ROAD DUNBOYNE CO. MEATH,MEATH,MEATH,A86HW57,53.4196091,-6.4703963
DUNBOYNE JUNIOR N S,STATION ROAD DUNBOYNE CO. MEATH,MEATH,MEATH,A86X857,53.4172476,-6.4689133
DUNBOYNE SENIOR N S,THE CRESCENT DUNDALK CO LOUTH,LOUTH,LOUTH,A91FH00,53.9975159,-6.4104491
DUNDALK GRAMMAR SCHOOL,DUNDERROW KINSALE CO. CORK,CORK,CORK,P17K504,53.9979451,-6.405957
DUNDAR MHUIGHE N S,JOCELYN STREET DUNDALK CO. LOUTH,LOUTH,LOUTH,A91PH27,54.004136,-6.3952877
DUN DEALGAN N S,HORNHEAD RD DUNFANAGHY CO. DONEGAL,DONEGAL,DONEGAL,F92HD96,54.6548993,-8.1040967
DUNGARVAN COLLEGE-COLÁISTE DHÚN GARBHÁN,DUNGOURNEY CO CORK,CORK,CORK,P25Y838,52.0871838,-7.6283517
DUNGOURNEY CENTRAL N SC,C/O THE RED DOOR SCHOOL MONKSTOWN GROVE MONKSTOWN AVENUE CO. DUBLIN,DUBLIN,DUBLIN COUNTY,A94D3H7,53.3498053,-6.2603097
DUN LAOGHAIRE ETNS,DUNMANWAY CO. CORK,CORK,CORK,P47YF85,53.2943958,-6.1338666
DUNMANWAY BOYS SENIOR NATIONAL SCHOOL,DUNMANWAY CO. CORK,CORK,CORK,P47CF70,51.7239376,-9.1139748
DUNMANWAY CONVENT GIRLS SENIOR NATIONAL SCHOOL,DUNMANWAY CO. CORK,CORK,CORK,P47CF70,51.7239376,-9.1139748
DUNMANWAY CONVENT INF,BANTRY ROAD DUNMANWAY CO. CORK,CORK,CORK,P47NW66,51.7168714,-9.1159218
DUNMANWAY MODEL N S,DUNMORE CO GALWAY,GALWAY,GALWAY,H54KP03,51.7222571,-9.1118088
DUNMORE COMMUNITY SCHOOL,DUNSHAUGHLIN CO MEATH,MEATH,MEATH,,53.6180163,-8.7441461
DUNSHAUGHLIN COMMUNITY NATIONAL SCHOOL,DYSART MULLINGAR CO. WESTMEATH,WESTMEATH,WESTMEATH,N91CH98,53.4701543,-7.4605132
EARNAIN MXD N S,STATION ROAD WICKLOW TOWN CO. WICKLOW,WICKLOW,WICKLOW,A67PC52,52.9875183,-6.0541058
EAST GLENDALOUGH SCHOOL,MONASTERORIS NATIONAL SCHOOL EDENDERRY,OFFALY,OFFALY,R45HD23,53.3409075,-7.0714159
EDENDERRY 2 N S,SCHOOL LANE EDENDERRY CO. OFFALY,OFFALY,OFFALY,R45DA33,53.3409075,-7.0714159
EDENDERRY CONVENT N S,EMYVALE CO MONAGHAN,MONAGHAN,MONAGHAN,H18WY26,54.2492046,-6.9683132
EDENMORE N.S.,CARRIGALINE CO. CORK,CORK,CORK,P43XC84,53.3881651,-6.1851562
EDMUND RICE COLLEGE,PHOENIX PARK RACECOURSE NAVAN ROAD DUBLIN 15,DUBLIN,DUBLIN 15,,53.3759957,-6.3496981
EDMUND RICE COLLEGE,MOUNT ST. NICHOLAS CARRICK-ON-SUIR CO. TIPPERARY,TIPPERARY,TIPPERARY,E32P039,52.3483148,-7.3992455
EIDHNEACH N S,LIOS EILTIN CO. CHIARRAI,KERRY,KERRY,V31Y266,52.487799,-9.5780626
ELLENFIELD COMMUNITY COLLEGE,ELPHIN CASTLEREA CO ROSCOMMON,ROSCOMMON,ROSCOMMON,F45NF83,53.7592604,-8.2681621
ELPHIN COMMUNITY COLLEGE,EMO PORTLAOISE CO. LAOIS,LAOIS,LAOIS,R32DX52,52.994295,-7.3323007
EMO MIXED N S,SANDYMOUNT AVENUE DUBLIN 4,DUBLIN,DUBLIN 4,D04XH22,53.3641564,-6.2261974
ENABLE IRELAND SANDYMOUNT SCHOOL,ENFIELD MEATH,MEATH,MEATH,A83X920,53.4143121,-6.8287498
ENFIELD COMMUNITY COLLEGE,HARMONY ROW ENNIS CO CLARE,CLARE,CLARE,V95XD66,52.904532,-8.9811351
ENNIS COMMUNITY COLLEGE,MILEHOUSE RD ENNISCORTHY CO WEXFORD,WEXFORD,WEXFORD,Y21YX56,52.4793603,-6.5839913
ENNISCORTHY COMMUNITY COLLEGE,ENNISCRONE CO. SLIGO,SLIGO,SLIGO,F26EW67,52.5031135,-6.5727721
ENNISCRONE N S,GORT ROAD ENNIS CO. CLARE,CLARE,CLARE,V95KP29,54.2136818,-9.0908352
ENNIS EDUCATE TOGETHER NS,ASHLINE KILRUSH ROAD ENNIS CO. CLARE,CLARE,CLARE,V95DE44,52.8307648,-9.0035534
ENNISTYMON NATIONAL SCHOOL,ENNISTYMON ENNIS CO CLARE,CLARE,CLARE,V95P991,52.9386863,-9.2984457
ENNISTYMON VOCATIONAL SCHOOL,NEWTOWN NENAGH CO TIPPERARY,TIPPERARY,TIPPERARY,E45K372,52.8790737,-8.2982327
EOCHAILLE ARA N S,SEAFIELD ROAD CLONTARF DUBLIN 3,DUBLIN,DUBLIN 3,D03TD21,53.3639162,-6.197803
EOIN BAISDE B SOIS,SEAFIELD ROAD WEST CLONTARF DUBLIN 3,DUBLIN,DUBLIN 3,D03XK27,53.3636216,-6.1997731
EOIN BAISDE C NAOIDH,HIGH STREET BALLYMORE CO. WESTMEATH,WESTMEATH,WESTMEATH,N91HY28,53.49046,-7.6791702
EOIN NAOFA N S,BARNWELL ROAD HANSFIELD DUBLIN 15,DUBLIN,DUBLIN 15,D15X4XT,53.3895322,-6.4457099
ERIU COMMUNITY COLLEGE,WINDYHALL LETTERKENNY CO DONEGAL,DONEGAL,DONEGAL,F92FC82,54.6548993,-8.1040967
ERRIGAL COLLEGE,THE GLEBE ESKER LANE LUCAN CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K78N239,53.3498053,-6.2603097
ESKER EDUCATE TOGETHER NS,ESKER ATHENRY CO. GALWAY,GALWAY,GALWAY,H65HY10,53.2839295,-9.0709346
EUREKA SECONDARY SCHOOL,FAHA KILLARNEY CO. KERRY,KERRY,KERRY,V93XH79,52.1544607,-9.5668632
FAHA NATIONAL SCHOOL,RAILWAY ROAD BELTURBET CO. CAVAN,CAVAN,CAVAN,H14HK71,53.9765424,-7.2996623
FAIRGREEN N S,FAIRYMOUNT CASTLEREA CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F45AK07,53.8466016,-8.4847406
FAIRYMOUNT N S,CLOONE CARRICK ON SHANNON CO LEITRIM,LEITRIM,LEITRIM,N41HN73,54.1246909,-8.0020133
FAITIMA N S,FAUGHART DUNDALK,LOUTH,LOUTH,A91D897,54.0444318,-6.3890647
FAUGHART COMMUNITY NATIONAL SCHOOL,99 THE FAYTHE WEXFORD,WEXFORD,WEXFORD,Y35YT38,52.3310751,-6.4541135
FAYTHE CONVENT,BUNCLODY ENNISCORTHY CO WEXFORD,WEXFORD,WEXFORD,Y21K284,52.6563152,-6.646386
F.C.J.  SECONDARY SCHOOL,BALLYEA FEDAMORE CO. LIMERICK,LIMERICK,LIMERICK,V35KT54,52.5452973,-8.6051784
FEDAMORE N S,GREENHILL FERMOY CO. CORK,CORK,CORK,P61V603,52.5454956,-8.6051311
FERMOY EDUCATE TOGETHER NS,FERMOYLE LANESBORO CO. LONGFORD,LONGFORD,LONGFORD,N39E899,52.1372719,-8.2812256
FERMOYLE MIXED N S,CAISLEAN NA MAINGE CO CHIARRAI,KERRY,KERRY,V93RW24,52.2397175,-10.1298746
FIBOUGH NATIONAL SCHOOL,SEATOWN ROAD SWORDS CO DUBLIN,DUBLIN,DUBLIN COUNTY,K67E330,53.4606972,-6.216778
FINGAL COMMUNITY COLLEGE,DRUMBOE LOWER STRANORLAR LIFFORD CO DONEGAL,DONEGAL,DONEGAL,F93AE27,54.6548993,-8.1040967
FINN VALLEY COLLEGE,FENOR TRAMORE CO. WATERFORD,WATERFORD,WATERFORD,X91VK31,52.1943549,-7.6227512
FIONNABHAIR N S,KILKIERAN ROAD CABRA WEST DUBLIN 7,DUBLIN,DUBLIN 7,D07A522,53.3691115,-6.297561
FIONNBARRA NAOFA B.N.S.,MAYGLASS BRIDGETOWN CO. WEXFORD,WEXFORD,WEXFORD,Y35TE83,52.4793603,-6.5839913
FIONNTAIN NFA N S,FIRHOUSE ROAD DUBLIN 24,DUBLIN,DUBLIN 24,D24HY03,53.2762031,-6.3486761
FIRHOUSE COMMUNITY COLLEGE,BALLYCULLEN DRIVE FIRHOUSE DUBLIN 24,DUBLIN,DUBLIN 24,D24FW9Y,53.2762628,-6.3490345
FIRHOUSE EDUCATE TOGETHER SECONDARY SCHOOL,CHURCH ROAD FIRIES VILLAGE KILLARNEY CO. KERRY,KERRY,KERRY,V93D932,53.2817329,-6.3421535
FIRIES MXD N S,FIRMOUNT DONOUGHMORE CO. CORK,CORK,CORK,P32TX21,52.17019,-9.59718
FIRMOUNT MIXED N S,FLAGMOUNT CAHER CO. CLARE,CLARE,CLARE,V94YW70,52.8439049,-8.9817324
FLAGMOUNT CENTRAL NS,TRIM ROAD NAVAN CO. MEATH,MEATH,MEATH,C15XV20,53.6460299,-6.6860176
FLOWERFIELD N S,FURRAGLAUN LAHINCH CO. CLARE,CLARE,CLARE,V95CC42,52.8439049,-8.9817324
FORGLEANN N S,CLONCALLOW BALLYMAHON CO. LONGFORD,LONGFORD,LONGFORD,N39TW52,53.5574165,-7.7221739
FORGNEY N S,KINLOUGH CO. LEITRIM,LEITRIM,LEITRIM,F91P086,54.1246909,-8.0020133
FOUR MASTERS NS,FOXFORD CO. MAYO,MAYO,MAYO,F26PX63,53.9800739,-9.1096022
FOXFORD CENTRAL NS,FRANCISCAN COLLEGE GORMANSTON CO. MEATH,MEATH,MEATH,K32NH30,53.6344303,-6.2358507
FRAOCH MOR N S,TINRYLAND CO. CARLOW,CARLOW,CARLOW,R93TR98,52.7953308,-6.8963234
FR CULLEN MEMORIAL N S,KILLAHAN ABBEYDORNEY TRALEE CO. KERRY,KERRY,KERRY,V92XH31,52.373166,-9.7204824
FREASTOGAIL MHUIRE MXD,FREEMOUNT CHARLEVILLE CO. CORK,CORK,CORK,P56FN30,52.2780394,-8.8846127
FREEMOUNT MIXED N S,FROSSES CO. DONEGAL,DONEGAL,DONEGAL,F94PH26,54.7640527,-8.4113885
FROSSES N S,AN MHAINISTIR BÓTHAR NA GRÁINSÍ RÁTH FEARNÁIN BAILE ÁTHA CLIATH 14,DUBLIN,DUBLIN 16,D14PP82,53.3498053,-6.2603097
GAELCHOLÁISTE AN PHIARSAIGH,GAELCHOLÁISTE CHARRAIG UÍ LEIGHIN ÁRD NA CLOICHE CARRAIG UÍ LEIGHIN,CORK,CORK,P43XV78,51.826141,-8.4019465
GAELCHOLÁISTE CHARRAIG UI LEIGHIN,EASCA CEATHARLACH,CARLOW,CARLOW,R93HY89,51.825583,-8.400718
GAELCHOLÁISTE CHEATHARLACH,TOBAR MHAIGH DOR TRÁ LÍ CO CHIARRAÍ,KERRY,KERRY,V92N763,52.2665976,-9.6991017
GAELCHOLÁISTE CHIARRAÍ,SEANBHÓTHAR LUIMNIGH NÁS NA RÍOGH CO CHILL DARA,KILDARE,KILDARE,W91E282,53.2120434,-6.8194708
GAELCHOLÁISTE CHINEÁL EOGHAIN,MEAL SIOR ANRAÍ LUIMNEACH,LIMERICK,LIMERICK,V94V2Y9,52.6665912,-8.6201341
GAELCHOLÁISTE LUIMNIGH,KWETB MANOR MILLS MANOR MILLS MAYNOOTH,KILDARE,KILDARE,W23V9P2,53.2120434,-6.8194708
GAELCHOLÁISTE MHAIGH NUAD,GAELCHOLÁISTE MHUIRE (A.G.) AN MHAINISTIR THUAIDH CORCAIGH,CORK,CORK,T23WN77,51.8985143,-8.4756035
GAELCHOLÁISTE MHUIRE,PAIRC NA BPIARSACH BOTHAR AN GHLEANNTAIN ARKLOW CO.WICKLOW,WICKLOW,WICKLOW,Y14DX27,52.8011658,-6.166386
GAELCHOLÁISTE NA MARA,CÚIRT AN EASPAIG BAILE GUNNAIR PORT LÁIRGE,WATERFORD,WATERFORD,X91P984,52.8013038,-6.1662287
GAELCHOLÁISTE PHORT LÁIRGE,BÓTHAR MHAINISTIR NA GRÁINSÍ DOMHNACH MÍDE BAILE ATHA CLIATH 13,DUBLIN,DUBLIN 13,D13NP52,53.3498053,-6.2603097
GAEL SC MHICHIL CHIOSOG,GLEANN CEARRA LEITIR CEANAINN CO. DHÚN NA NGALL,DONEGAL,DONEGAL,F92PV04,54.6548993,-8.1040967
GAELSCOIL ADHAMHNAIN,BÓTHAR AN MHUILINN DROICHEAD ÁTHA CO. NA MÍ,MEATH,MEATH,A92WY45,53.7110252,-6.2983678
GAELSCOIL AN CHAISLEÁIN,BÓTHAR NA LAINNE AN MUILEANN GCEARR CO. NA HIARMHÍ,WESTMEATH,WESTMEATH,N91W6RP,53.5345308,-7.4653217
GAELSCOIL AN CHOILLÍN,BÓTHAR BHAILE AN PHAORAIGH BAILE AN TIRIALAIGH BAILE ÁTHA CLIATH 15,DUBLIN,DUBLIN 15,D15WR86,53.4146189,-6.38948
GAELSCOIL AN CHUILINN,DRAIGHNEÁN BÓTHAR FHAOL DROMA SORD CO. ÁTHA CLIATH,DUBLIN,DUBLIN COUNTY,K67V207,53.4146189,-6.38948
GAELSCOIL AN DUINNINIGH,CLUAIN CALGA AN TULACH MHOR CO. UIBH FHAILI,OFFALY,OFFALY,R35YP90,53.2692691,-7.4766659
GAELSCOIL AN EISCIR RIADA,AIBHINNE MURMONT GORT ÁLAINN CORCAIGH,CORK,CORK,T23EF20,51.8985143,-8.4756035
GAELSCOIL AN GHOIRT ALAINN,BÓTHAR EMOCLEW AN TINBHEAR MÓR CO. CHILL MHANTÁIN,WICKLOW,WICKLOW,Y14XV50,52.7922756,-6.1744247
GAELSCOIL AN INBHIR MHOIR,FEARANN UÍ DHUGÁIN AN LONGFORT,LONGFORD,LONGFORD,N39TW62,53.7154238,-7.8006359
GAELSCOIL AN LONGFOIRT,BÓTHAR AN ÁGHASAIGH AN MUILEANN GCEARR CO. NA HIARMHÍ,WESTMEATH,WESTMEATH,N91VN56,53.5280326,-7.3567849
GAELSCOIL AN MHUILINN,AN DROM DEARG MUNGAIRIT LUIMNEACH,LIMERICK,LIMERICK,V941X59,53.5280332,-7.3567808
GAELSCOIL AN TEAGHLAIGH NAOFA,AN BEALACH MÓR CO. LAOISE,LAOIS,LAOIS,R32TN62,52.9599785,-7.6939568
GAELSCOIL AN TSLI DALA,BÓTHAR NAOMH CHONLAIN AN TAONACH CO. THIOBRAID ÁRANN,TIPPERARY,TIPPERARY,E45AK02,52.8687258,-8.2078325
GAELSCOIL AONACH,AN TOM ARD BAILE ÁTHA Í CO. CHILL DARA,KILDARE,KILDARE,R14DP92,53.0033436,-6.9869166
GAELSCOIL ÁTHA Í,FEARANN AN CHAISLEÁIN BAILE BRIGÍN CO. ÁTHA CLIATH,DUBLIN,DUBLIN COUNTY,K32YT18,53.3498053,-6.2603097
GAELSCOIL BHAILE BRIGIN,BÓTHAR CHOLTRAÍ BAILE MUNNA BAILE ÁTHA CLIATH 9,DUBLIN,DUBLIN 9,D09TY74,53.6004678,-6.1789643
GAELSCOIL BHAILE MUNNA,NAOMH FIONBARRA CLG ASCAL AN FHASAIGH CABRACH BAILE ÁTHA CLIATH 7,DUBLIN,DUBLIN 7,D07CF72,53.3984004,-6.2564411
GAELSCOIL BHARRA,AN SEISCEANN BEANNTRAÍ CO. CHORCAÍ,CORK,CORK,P75VE44,51.6747519,-9.4452418
GAELSCOIL BHEANNTRAI,CNOC AN CHOILIGH AN CABHÁN CO AN CHABHÁIN,CAVAN,CAVAN,H12TD54,53.9925479,-7.355447
GAELSCOIL BHREIFNE,COILL NA NÚLL SORD CO. ÁTHA CLIATH,DUBLIN,DUBLIN COUNTY,K67T3H2,53.4718278,-6.2462291
GAELSCOIL CHALADH AN TREOIGH,COOLNAMUCK ROAD CARRICK-ON-SUIR CO. TIPPERARY,TIPPERARY,TIPPERARY,E32AK88,52.3438921,-7.4262901
GAELSCOIL CHARRAIG NA SIUIRE,BRIDGEMOUNT CARRAIG UÍ LEIGHIN CO. CHORCAÍ,CORK,CORK,P43Y160,51.8205139,-8.3870974
GAELSCOIL CHARRAIG UI LEIGHIN,GREEN ROAD NEWBRIDGE CO. CHILL DARA,KILDARE,KILDARE,R56PR22,53.2120434,-6.8194708
GAELSCOIL CHILL DARA,AN CASADH MEIDHREACH RÁTH NAOI CO. CHILL MHANTÁIN,WICKLOW,WICKLOW,A67DK07,52.9887283,-6.0759145
GAELSCOIL CHILL MHANTÁIN,AN CEAPACH CIONN TSÁILE CO. CHORCAÍ,CORK,CORK,P17VF84,51.994206,-8.7285446
GAELSCOIL CHIONN TSÁILE,SEANBHÓTHAR NANGAIR CLUAIN DOLCÁIN BAILE ÁTHA CLIATH 22,DUBLIN,DUBLIN 22,D22PE04,53.3498053,-6.2603097
GAELSCOIL CHLUAIN DOLCAIN,SRÁID AN CHAISLEÁIN CLUAINÍN UÍ RUAIRC CO. LIATROMA,LEITRIM,LEITRIM,F91PP62,54.1246909,-8.0020133
GAELSCOIL CHLUAINÍN,BAILE GAELACH CLUAIN MEALA CO. THIOBRAID ÁRAINN,TIPPERARY,TIPPERARY,E91WT78,52.3520551,-7.7131556
GAELSCOIL CHNOC LIAMHNA,BOTHAR BAILE UI DHUGAIN SLIGEACH,SLIGO,SLIGO,F91FH30,54.2654713,-8.5018457
GAELSCOIL CHNOC NA RE,CARN NA GAIRBHE BUN AN PHOBAIL CO. DHÚN NA NGALL,DONEGAL,DONEGAL,F93YXD2,55.1946354,-7.0226351
GAELSCOIL CHOIS FEABHAILL,4 CEARNÓG PARNELL BAILE ÁTHA CLIATH,DUBLIN,DUBLIN 1,D01WC99,53.3535881,-6.2620967
GAELSCOIL CHOLAISTE MHUIRE,LÁNA NA CÚLÓIGE BAILE ÁTHA CLIATH 17,DUBLIN,DUBLIN 17,D17W021,53.3540059,-6.2624344
GAELSCOIL CHOLMCILLE,SRÁID NA TRÁ EOCHAILL CO. CHORCAÍ,CORK,CORK,P36N263,51.9501167,-7.8430122
"GAELSCOIL CHORAIN,",BÓTHAR BHAILE AN LOCHÁIN AN RINN MHÓR GAILLIMH,GALWAY,GALWAY,H91PN47,53.2755927,-9.0119889
GAELSCOIL DARA,DÚN EALA DÚN TEACHAIN MAINISTIR FHEATMAÍ CO. CHORCARÍ,CORK,CORK,P61PF63,52.1306184,-8.2855012
GAELSCOIL DE HIDE,ARD NA MARA UARÁN MÓR CO NA GAILLIMHE,GALWAY,GALWAY,H91R2RV,53.2682123,-8.9234596
GAELSCOIL DE HIDE,CNOC NA CRÚIBE BÓTHAR NA GAILLIMHE CO. ROS COMÁIN,ROSCOMMON,ROSCOMMON,F42TD83,53.6210911,-8.2019714
GAELSCOIL DHUN DEALGAN,BÓTHAR LINNE SIONNA CO AN CHLÁIR,CLARE,CLARE,V14AY84,53.9979451,-6.405957
GAELSCOIL DONNCHA RUA,GORT NA CLOICHE AN SCIOBAIRÍN CO. CHORCAÍ,CORK,CORK,P81HY67,51.5537196,-9.2587022
GAELSCOIL DR M UI SHUILLEABHAIN,CLOCH MHIC SHÍOMOIN DROICHEAD NA BANNDAN CO. CHORCAÍ,CORK,CORK,P72T922,51.8931336,-8.4791668
GAELSCOIL DROICHEAD NA BANNDAN,BÓTHAR NA NAOMH DURLAS CO. THIOBRAID ÁRANN,TIPPERARY,TIPPERARY,E41A668,52.6793007,-7.8239182
GAELSCOIL DURLAS EILE,CILL ANNA ÉADAN DOIRE CO UÍBH FHAILÍ,OFFALY,OFFALY,R45ED89,52.6801064,-7.8044421
GAELSCOIL ÉADAN DOIRE,BÓTHAR ÁTH TROIM AN UAIMH CO. NA MÍ,MEATH,MEATH,C15WF67,53.6441584,-6.6820771
GAELSCOIL EANNA,COBH CO CHORCAI,CORK,CORK,P24AF83,51.8543558,-8.2869234
GAELSCOILE COBH,FEARAINN AN BHAILE BÉAL ÁTHA SEANNAIGH CO. DHÚN NA NGALL,DONEGAL,DONEGAL,F94KP62,54.6548993,-8.1040967
GAELSCOIL EIRNE,BÓTHAR AN GHRIFÍN LEAMHCÁN CO. ÁTHA CLIATH,DUBLIN,DUBLIN COUNTY,K78YX77,53.3498053,-6.2603097
GAELSCOIL EOGHAIN UÍ THUAIRISC,PLÁS HADDINGTON DROICHEAD NA DOTHRA BAILE ÁTHA CLIATH 4,DUBLIN,DUBLIN D4,D04CP27,53.3343037,-6.240611
GAELSCOIL EOIN,BÓTHAR ROS LIATH CLUAIN ÉOIS CO. MHUINEACHÁIN,MONAGHAN,MONAGHAN,H23RW28,54.2492046,-6.9683132
GAELSCOIL ÉOIS,AN PHÁIRC CILL AIRNE CO. CHIARRAÍ,KERRY,KERRY,V93WP62,52.063536,-9.4897028
GAELSCOIL FAITHLEANN,BR MHAINISTIR NA GRÁINSÍ MAINISTIR NA GRÁINSÍ DONAGHMEDE DUBLIN 13,DUBLIN,DUBLIN D13,D13NHC4,53.3498053,-6.2603097
GAELSCOIL GHRÁINNE MHAOL,TÍR AN CHÓIR TUAIM CO. NA GAILLIMHE,GALWAY,GALWAY,H54CC80,53.5071605,-8.8529917
GAELSCOIL IARFHLATHA,DROM GUAIL INIS CORTHAIDH CO. LOCH GARMAN,WEXFORD,WEXFORD,Y21PP59,52.4983807,-6.5487336
GAELSCOIL INIS CORTHAIDH,DROICHEAD NS HINSE BAILE ÁTHA CLIATH 8,DUBLIN,DUBLIN 8,D08NR26,53.3498053,-6.2603097
GAELSCOIL INSE CHOR,LÁNA NA CILLE CILL NA GRÁINSÍ AN CHARRAIG DHUBH CO. BHAILE ÁTHA CLIATH,DUBLIN,DUBLIN,A94FC44,53.3440417,-6.3118291
GAELSCOIL LAIGHEAN,CORA DROMA RÚISC CO. LIATROMA,LEITRIM,LEITRIM,N41V2H5,54.1246909,-8.0020133
GAELSCOIL LIOS NA NOG,LIOS TUATHAIL CO CHIARRAI,KERRY,KERRY,V31E981,52.1544607,-9.5668632
GAELSCOIL LIOS TUATHAIL,LÁNA BHAILE UÍ FHOIRTCHEIRN TEACH SAGARD,DUBLIN,DUBLIN D24,D24R920,53.3498053,-6.2603097
GAELSCOIL LIR,AN CHARRAIG BHÁN THUAIDH LOCH GARMAN,WEXFORD,WEXFORD,Y35XW99,52.3278497,-6.4734216
GAELSCOIL LOCH GARMAN,BAILE NA LORGAN CO. MHUINEACHÁIN,MONAGHAN,MONAGHAN,A75Y278,52.336916,-6.4633381
GAELSCOIL LORGAN,AVE DE RENNES MACHAN AN CHARRAIG DHUBH CORCAIGH,CORK,CORK,T12RH66,51.8922667,-8.4032799
GAELSCOIL MHACHAN,BÁN SHEÁIN MAINITIR NA CORANN CO. CHORCAÍ,CORK,CORK,P25CH73,51.8922655,-8.4032845
GAELSCOIL MHAINISTIR NA CORANN,LÁNA AN MHUILLEAROA CNOC NA CATHRACH GAILLIMH,GALWAY,GALWAY,H91FV4D,53.274001,-9.0512662
GAELSCOIL MHIC AMHLAIGH,BÓTHAR MHELITTA BAILE CHILL DARA CO CHILL DARA,KILDARE,KILDARE,R51CX64,53.1587962,-6.9004541
GAELSCOIL MHIC AODHA,RÁTH RÓNÁIN TRÁ LÍ CO. CHIARRAÍ,KERRY,KERRY,V92Y973,52.1544607,-9.5668632
GAELSCOIL MHICHÍL UÍ CHOILEÁIN,AN CHRAOBACH BÓTHAR CHARN AN BHUA GUAIRE CO. LOCH GARMAN,WEXFORD,WEXFORD,Y25VP62,52.4793603,-6.5839913
GAELSCOIL MHUSCRAÍ,BÓTHAR AN GHLEANNTÁIN GHLAIS CILL BHARRÓG BAILE ÁTHA CLIATH 5,DUBLIN,DUBLIN 5,D05YN51,53.3855085,-6.152911
GAELSCOIL MIDE,BÓTHAR THIGH CHLÁIR,CROS ARAILD BAILE ÁTHA CLIATH 6W,DUBLIN,DUBLIN 6W,53.3853324,-6.152554
GAELSCOIL MOLOGA,GORT INSE GUAIRE CO. NA GAILLIMHE,GALWAY,GALWAY,H91E0Y3,53.3564509,-8.8534113
GAELSCOIL NA BHFILI,DUBLIN ROAD TRIM CO. MEATH.,MEATH,MEATH,C15YF64,53.5531418,-6.7696818
GAELSCOIL NA BOINNE,BÓTHAR AN ÚLLOIRD CLUAIN DOLCÁIN BAILE ÁTHA CLIATH 22,DUBLIN,DUBLIN 22,D22X048,53.3236498,-6.3929228
GAELSCOIL NA CAMOIGE,CILL DHEAGLAIN ASHBOURNE CO MEATH,MEATH,MEATH,A84TX36,53.323677,-6.3928948
GAELSCOIL NA FUINSEOIGE,PÁIRC AN TSRUTHÁIN BAILE DHÚN NA NGALL CO DHÚN NA NGALL,DONEGAL,DONEGAL,F94T863,54.6548993,-8.1040967
GAELSCOIL NA GCEITHRE MAISTRI,CEARNÓG AN MHARGAIDH BÉAL AN ÁTHA CO. MHAIGH EO,MAYO,MAYO,F26N82Y,54.1161533,-9.1563254
GAELSCOIL NA GCEITHRE MAOL,BLACKLION GREYSTONES CO. WICKLOW,WICKLOW,WICKLOW,A63AN22,53.1517415,-6.0870054
GAELSCOIL NA GCLOCH LIATH,CÉIDE BHAILE UÍ CHUILINN TEACH NA GIÚISE BAILE ÁTHA CLIATH D24 W682,DUBLIN,DUBLIN 24,D24W682,53.1517415,-6.0870054
